,College,Credits:,Instructor,Course Subject,Class ID,Section Number,Course Name,Time of Course,Course Building,Course Room,Class Days,Dates,Location
1844,Caldwell Community College and Technical Institute,4.0,M. Powell,MAT,171,681W (94014),Precalculus Algebra,01:00PM - 02:15PM, W372, 119 ,Monday,08/17/2020-12/16/2020,Watauga
1845,Caldwell Community College and Technical Institute,4.0,J. Fisher,MAT,171,682C (93891),Precalculus Algebra,09:00AM - 09:50AM, Building - H, 207 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
1846,Caldwell Community College and Technical Institute,4.0,M. Powell,MAT,171,682W (95536),Precalculus Algebra,01:00PM - 02:15PM, W372, 119 ,Wednesday,08/17/2020-12/16/2020,Watauga
1847,Caldwell Community College and Technical Institute,4.0,J. Fisher,MAT,171,683C (95528),Precalculus Algebra,09:00AM - 09:50AM, Building - H, 207 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
1848,Caldwell Community College and Technical Institute,4.0,K. Craven,MAT,171,684C (93892),Precalculus Algebra,10:00AM - 10:50AM, Building - A, 208 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
1849,Caldwell Community College and Technical Institute,4.0,K. Craven,MAT,171,684CR (93893),Precalculus Algebra,10:00AM - 10:50AM, Building - A, 208 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
1850,Caldwell Community College and Technical Institute,4.0,K. Craven,MAT,171,685C (95161),Precalculus Algebra,12:00PM - 12:50PM, Building - H, 204 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
1851,Caldwell Community College and Technical Institute,4.0,K. Craven,MAT,171,686C (95530),Precalculus Algebra,12:00PM - 12:50PM, Building - H, 204 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
1852,Caldwell Community College and Technical Institute,4.0,J. Hollar,MAT,172,680C (93895),Precalculus Trigonometry,08:00AM - 08:50AM, Building - H, 207 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
1853,Caldwell Community College and Technical Institute,4.0,M. Powell,MAT,172,680W (94015),Precalculus Trigonometry,11:00AM - 11:50AM, W372, 119 ,"Monday, Wednesday",08/17/2020-12/16/2020,Watauga
1854,Caldwell Community College and Technical Institute,4.0,J. Hollar,MAT,172,681C (95531),Precalculus Trigonometry,08:00AM - 08:50AM, Building - H, 207 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
1855,Caldwell Community College and Technical Institute,4.0,M. Powell,MAT,172,681W (96240),Precalculus Trigonometry,11:00AM - 11:50AM, W372, 119 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Watauga
1856,Caldwell Community College and Technical Institute,1.0,A. Jacks,ACA,122,687C (94081),College Transfer Success,05:00PM - 05:45PM, Building - E, 215 ,Monday,08/17/2020-12/16/2020,Caldwell
1857,Caldwell Community College and Technical Institute,4.0,M. Sawyer,ACC,120,620 (93758),Prin of Financial Accounting,ts: ACC-120-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1858,Caldwell Community College and Technical Institute,4.0,M. Sawyer,ACC,120,780C (96218),Prin of Financial Accounting,09:30AM - 10:45AM, Building - B, 104 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
1859,Caldwell Community College and Technical Institute,4.0,M. Sawyer,ACC,120,780W (96219),Prin of Financial Accounting,09:30AM - 10:45AM, W372, 101 ,"Monday, Wednesday",08/17/2020-12/16/2020,Watauga
1860,Caldwell Community College and Technical Institute,3.0,T. Coates,ACC,129,620 (93759),Individual Income Taxes,ts: ACC-129-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1861,Caldwell Community College and Technical Institute,2.0,M. Hubner,ACC,149,620 (93761),Intro to ACC Spreadsheets,ts: ACC-149-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1862,Caldwell Community College and Technical Institute,3.0,T. Thielemann,ART,111,030CA (93697),Art Appreciation,01:00PM - 02:15PM, Building K, 211 ,Monday,08/17/2020-12/16/2020,Caldwell
1863,Caldwell Community College and Technical Institute,3.0,T. Thielemann,ART,111,030CB (95874),Art Appreciation,01:00PM - 02:15PM, Building K, 211 ,Wednesday,08/17/2020-12/16/2020,Caldwell
1864,Caldwell Community College and Technical Institute,3.0,S. Brown,ART,111,031CA (93698),Art Appreciation,01:00PM - 02:15PM, Building K, 211 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1865,Caldwell Community College and Technical Institute,3.0,S. Brown,ART,111,031CB (95875),Art Appreciation,01:00PM - 02:15PM, Building K, 211 ,Thursday,08/17/2020-12/16/2020,Caldwell
1866,Caldwell Community College and Technical Institute,3.0,J. Harrison,ART,111,620 (93684),Art Appreciation,ts: ART-111-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1867,Caldwell Community College and Technical Institute,3.0,J. Carson,ART,111,621 (93685),Art Appreciation,ts: ART-111-621 i,TBA,Online,Days to be Announced,09/16/2020-12/16/2020,On Line
1868,Caldwell Community College and Technical Institute,3.0,M. Peters,ART,111,622 (93695),Art Appreciation,ts: ART-111-622 i,TBA,Online,Days to be Announced,10/16/2020-12/16/2020,On Line
1869,Caldwell Community College and Technical Institute,3.0,T. Thielemann,ART,111,623 (95959),Art Appreciation,ts: ART-111-623 i,TBA,Online,Days to be Announced,09/16/2020-12/16/2020,On Line
1870,Caldwell Community College and Technical Institute,3.0,S. Brown,ART,111,680CA (93699),Art Appreciation,11:00AM - 12:15PM, Building - F, 221 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1871,Caldwell Community College and Technical Institute,3.0,S. Brown,ART,111,680CB (95720),Art Appreciation,11:00AM - 12:15PM, Building - F, 221 ,Thursday,08/17/2020-12/16/2020,Caldwell
1872,Caldwell Community College and Technical Institute,3.0,M. Peters,ART,111,680WA (93642),Art Appreciation,11:00AM - 12:15PM, W372, 112 ,Tuesday,08/17/2020-12/16/2020,Watauga
1873,Caldwell Community College and Technical Institute,3.0,M. Peters,ART,111,680WB (95726),Art Appreciation,11:00AM - 12:15PM, W372, 112 ,Thursday,08/17/2020-12/16/2020,Watauga
1874,Caldwell Community College and Technical Institute,3.0,L. Aultman,ART,114,620 (93696),Art History Survey I,ts: ART-114-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1875,Caldwell Community College and Technical Institute,3.0,J. Carson,ART,114,621 (96217),Art History Survey I,ts: ART-114-621 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1876,Caldwell Community College and Technical Institute,4.0,T. Hines,MAT,271,016CA (96187),Calculus I,09:40AM - 11:10AM, South Caldwell High School, CALD HS ,"Monday, Tuesday",08/17/2020-12/11/2020,Caldwell
1877,Caldwell Community College and Technical Institute,4.0,T. Hines,MAT,271,016CB (96188),Calculus I,09:40AM - 11:10AM, South Caldwell High School, CALD HS ,"Thursday, Friday",08/17/2020-12/11/2020,Caldwell
1878,Caldwell Community College and Technical Institute,4.0,M. McCarraher,MAT,271,680C (93897),Calculus I,08:00AM - 08:50AM, Building - H, 204 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
1879,Caldwell Community College and Technical Institute,4.0,M. Powell,MAT,271,680W (94016),Calculus I,09:00AM - 09:50AM, W372, 117 ,"Monday, Tuesday, Wednesday, Thursday",08/17/2020-12/16/2020,Watauga
1880,Caldwell Community College and Technical Institute,4.0,M. McCarraher,MAT,271,681C (95533),Calculus I,08:00AM - 08:50AM, Building - H, 204 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
1881,Caldwell Community College and Technical Institute,4.0,F. Joyner,MAT,271,684C (95889),Calculus I,09:30AM - 10:30AM, Building - A, 204 ,"Tuesday, Thursday",08/17/2020-12/16/2020,Caldwell
1882,Caldwell Community College and Technical Institute,4.0,M. McCarraher,MAT,273,620W (95630),Calculus III,12:00PM - 12:50PM, Online Courses,Online,"Monday, Tuesday, Wednesday, Thursday",08/17/2020-12/16/2020,Watauga
1883,Caldwell Community College and Technical Institute,4.0,M. McCarraher,MAT,273,680C (93899),Calculus III,12:00PM - 12:50PM, Building - E, 314 ,"Monday, Tuesday, Wednesday, Thursday",08/17/2020-12/16/2020,Caldwell
1884,Caldwell Community College and Technical Institute,1.0,M. Laws,MED,110,680C (94024),Orientation to Med Assist,09:00AM - 09:45AM, Building - A, 207 ,Friday,08/17/2020-12/16/2020,Caldwell
1885,Caldwell Community College and Technical Institute,2.0,C. Lentz,MED,118,050WA (96093),Medical Law and Ethics,11:50AM - 01:40PM, WHS, WHS ,"Monday, Tuesday",09/21/2020-12/17/2020,Watauga
1886,Caldwell Community College and Technical Institute,2.0,C. Lentz,MED,118,050WB (96094),Medical Law and Ethics,11:50AM - 01:40PM, WHS, WHS ,"Thursday, Friday",09/17/2020-12/17/2020,Watauga
1887,Caldwell Community College and Technical Institute,3.0,B. Elder,MED,121,040CA (93620),Medical Terminology I,11:00AM - 11:50AM, Building - A, 205 ,Wednesday,08/17/2020-12/16/2020,Caldwell
1888,Caldwell Community College and Technical Institute,3.0,B. Elder,MED,121,040CB (95966),Medical Terminology I,11:00AM - 11:50AM, Building - A, 205 ,Thursday,08/17/2020-12/16/2020,Caldwell
1889,Caldwell Community College and Technical Institute,3.0,C. Lentz,MED,121,050WA (96095),Medical Terminology I,10:20AM - 11:30AM, WHS, WHS ,"Monday, Tuesday",08/17/2020-10/16/2020,Watauga
1890,Caldwell Community College and Technical Institute,3.0,C. Lentz,MED,121,050WB (96096),Medical Terminology I,10:20AM - 11:30AM, WHS, WHS ,"Thursday, Friday",08/20/2020-10/16/2020,Watauga
1891,Caldwell Community College and Technical Institute,3.0,B. Elder,MED,121,620 (95460),Medical Terminology I,ts: MED-121-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1892,Caldwell Community College and Technical Institute,3.0,B. Elder,MED,121,680C (93622),Medical Terminology I,09:30AM - 10:45AM, Building - A, 207 ,Thursday,08/17/2020-12/16/2020,Caldwell
1893,Caldwell Community College and Technical Institute,3.0,B. Elder,MED,121,780C (93623),Medical Terminology I,09:30AM - 10:45AM, Building - B, 118 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1894,Caldwell Community College and Technical Institute,3.0,B. Elder,MED,121,780W (93732),Medical Terminology I,09:30AM - 10:45AM, W372, 101 ,Tuesday,08/17/2020-12/16/2020,Watauga
1895,Caldwell Community College and Technical Institute,3.0,C. Lentz,MED,122,050WA (96097),Medical Terminology II,10:20AM - 11:30AM, WHS, WHS ,"Monday, Tuesday",10/19/2020-12/17/2020,Watauga
1896,Caldwell Community College and Technical Institute,3.0,C. Lentz,MED,122,050WB (96098),Medical Terminology II,10:20AM - 11:30AM, WHS, WHS ,"Thursday, Friday",10/22/2020-12/17/2020,Watauga
1897,Caldwell Community College and Technical Institute,3.0,B. Elder,MED,122,620 (93624),Medical Terminology II,ts: MED-122-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1898,Caldwell Community College and Technical Institute,2.0,M. Yount,MED,130,680CA (94025),Admin Office Proc I,01:00PM - 02:10PM, Building - F, 220 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1899,Caldwell Community College and Technical Institute,2.0,M. Yount,MED,130,680CB (95992),Admin Office Proc I,10:00AM - 11:10AM, Building - F, 214 ,Friday,08/17/2020-12/16/2020,Caldwell
1900,Caldwell Community College and Technical Institute,5.0,M. Laws,MED,150,680C (94026),Laboratory Procedures I,09:00AM - 11:20AM, Building - H, 321 ,Monday,08/17/2020-12/16/2020,Caldwell
1901,Caldwell Community College and Technical Institute,5.0,M. Laws,MED,150,681C (94029),Laboratory Procedures I,09:00AM - 11:20AM, Building - H, 321 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1902,Caldwell Community College and Technical Institute,2.0,M. Laws,MED,182,620 (94042),CPR First Aid & Emergency,ts: MED-182-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1903,Caldwell Community College and Technical Institute,5.0,M. Yount,MED,240,680C (94030),Exam Room Procedures II,09:00AM - 11:20AM, Building - A, 209 ,Monday,08/17/2020-12/16/2020,Caldwell
1904,Caldwell Community College and Technical Institute,5.0,M. Yount,MED,240,681C (94031),Exam Room Procedures II,09:00AM - 11:20AM, Building - A, 209 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1905,Caldwell Community College and Technical Institute,3.0,R. Walker,MHA,150,680C (94230),Mental Health Systems,11:00AM - 11:50AM, Building - E, 310 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1906,Caldwell Community College and Technical Institute,3.0,M. Taylor,MKT,223,620 (93785),Customer Service,ts: MKT-223-620 i,TBA,Online,Days to be Announced,10/16/2020-12/16/2020,On Line
1907,Caldwell Community College and Technical Institute,2.0,F. Parker,MNT,165,040CA (94172),Mechanical Industrial Systems,11:00AM - 12:25PM, Building - G, 111 ,"Monday, Wednesday",08/17/2020-10/15/2020,Caldwell
1908,Caldwell Community College and Technical Institute,2.0,F. Parker,MNT,165,040CB (95921),Mechanical Industrial Systems,11:00AM - 12:25PM, Building - G, 111 ,"Tuesday, Thursday",08/17/2020-10/15/2020,Caldwell
1909,Caldwell Community College and Technical Institute,2.0,F. Parker,MNT,240,040CA (94173),Indust Equip Troubleshoot,11:00AM - 12:25PM, Building - G, 111 ,"Monday, Wednesday",10/16/2020-12/16/2020,Caldwell
1910,Caldwell Community College and Technical Institute,2.0,F. Parker,MNT,240,040CB (95922),Indust Equip Troubleshoot,11:00AM - 12:25PM, Building - G, 111 ,"Tuesday, Thursday",10/16/2020-12/16/2020,Caldwell
1911,Caldwell Community College and Technical Institute,3.0,J. Butler,MUS,110,620 (93529),Music Appreciation,ts: MUS-110-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1912,Caldwell Community College and Technical Institute,3.0,J. Butler,MUS,110,621 (93530),Music Appreciation,ts: MUS-110-621 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1913,Caldwell Community College and Technical Institute,3.0,J. Butler,MUS,110,622 (93531),Music Appreciation,ts: MUS-110-622 i,TBA,Online,Days to be Announced,08/17/2020-10/15/2020,On Line
1914,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,110,623 (93532),Music Appreciation,ts: MUS-110-623 i,TBA,Online,Days to be Announced,10/16/2020-12/16/2020,On Line
1915,Caldwell Community College and Technical Institute,3.0,J. Butler,MUS,110,625 (96254),Music Appreciation,ts: MUS-110-625 i,TBA,Online,Days to be Announced,09/16/2020-12/16/2020,On Line
1916,Caldwell Community College and Technical Institute,3.0,K. Gant,MUS,110,680C (93535),Music Appreciation,01:00PM - 01:50PM, Building - E, 305 ,"Monday, Wednesday",08/17/2020-12/16/2020,Caldwell
1917,Caldwell Community College and Technical Institute,3.0,S. Roberts,MUS,110,680WA (93733),Music Appreciation,10:00AM - 10:50AM, W372, 121 ,Monday,08/17/2020-12/16/2020,Watauga
1918,Caldwell Community College and Technical Institute,3.0,S. Roberts,MUS,110,680WB (95772),Music Appreciation,10:00AM - 10:50AM, W372, 121 ,Wednesday,08/17/2020-12/16/2020,Watauga
1919,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,110,681CA (93534),Music Appreciation,09:30AM - 10:45AM, Building - B, 100 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1920,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,110,681CB (95746),Music Appreciation,09:30AM - 10:45AM, Building - B, 100 ,Thursday,08/17/2020-12/16/2020,Caldwell
1921,Caldwell Community College and Technical Institute,3.0,C. Gibson,MUS,110,681WA (93734),Music Appreciation,11:00AM - 12:15PM, Online Courses, SYNCHRON ,Tuesday,08/17/2020-12/16/2020,Watauga
1922,Caldwell Community College and Technical Institute,3.0,C. Gibson,MUS,110,681WB (95775),Music Appreciation,11:00AM - 12:15PM, W372, 121 ,Thursday,08/17/2020-12/16/2020,Watauga
1923,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,112,030CA (93543),Introduction to Jazz,01:00PM - 02:15PM, Building K, 212 ,Monday,08/17/2020-12/16/2020,Caldwell
1924,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,112,030CB (95897),Introduction to Jazz,01:00PM - 02:15PM, Building K, 212 ,Wednesday,08/17/2020-12/16/2020,Caldwell
1925,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,112,031CA (93544),Introduction to Jazz,01:00PM - 02:15PM, Building K, 212 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1926,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,112,031CB (95898),Introduction to Jazz,01:00PM - 02:15PM, Building K, 212 ,Thursday,08/17/2020-12/16/2020,Caldwell
1927,Caldwell Community College and Technical Institute,3.0,J. Butler,MUS,112,620 (93536),Introduction to Jazz,ts: MUS-112-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1928,Caldwell Community College and Technical Institute,3.0,J. Butler,MUS,112,621 (93538),Introduction to Jazz,ts: MUS-112-621 i,TBA,Online,Days to be Announced,10/16/2020-12/16/2020,On Line
1929,Caldwell Community College and Technical Institute,3.0,S. Roberts,MUS,112,680WA (95892),Introduction to Jazz,11:00AM - 11:50AM, W372, 121 ,Monday,08/17/2020-12/16/2020,Watauga
1930,Caldwell Community College and Technical Institute,3.0,S. Roberts,MUS,112,680WB (95893),Introduction to Jazz,11:00AM - 11:50AM, W372, 121 ,Wednesday,08/17/2020-12/16/2020,Watauga
1931,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,121,780CA (93546),Music Theory I,11:00AM - 12:15PM, Building - B, 134 ,Tuesday,08/17/2020-12/16/2020,Caldwell
1932,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,121,780CB (95748),Music Theory I,11:00AM - 12:15PM, Building - B, 134 ,Thursday,08/17/2020-12/16/2020,Caldwell
1933,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,121,780WA (93738),Music Theory I,11:00AM - 12:15PM, W372, 118 ,Tuesday,08/17/2020-12/16/2020,Watauga
1934,Caldwell Community College and Technical Institute,3.0,L. Benton,MUS,121,780WB (95781),Music Theory I,11:00AM - 12:15PM, W372, 118 ,Thursday,08/17/2020-12/16/2020,Watauga
1935,Caldwell Community College and Technical Institute,1.0,L. Benton,MUS,125,780C (93549),Aural Skills I,10:00AM - 10:50AM, Building - E, 301 ,"Monday, Wednesday",08/17/2020-08/21/2020,Caldwell
1936,Caldwell Community College and Technical Institute,1.0,L. Benton,MUS,125,780W (93739),Aural Skills I,10:00AM - 10:50AM, W372, 118 ,"Monday, Wednesday",08/17/2020-08/21/2020,Watauga
1937,Caldwell Community College and Technical Institute,1.0,C. Sexton,MUS,131,680CA (93551),Chorus I,01:00PM - 01:50PM, Building - B, 100 ,Monday,08/17/2020-12/16/2020,Caldwell
1938,Caldwell Community College and Technical Institute,1.0,J. Butler,MUS,131,800 (93745),Chorus I,07:00PM - 09:00PM, A.S.U. Sites, HAYESComments: MUS-131-800 meets at ASU in Hayes Music School building room 214. Students registering for Chorus are expected to be able to read  sheet music.,Monday,08/17/2020-12/14/2020,Watauga
1939,Caldwell Community College and Technical Institute,1.0,C. Sexton,MUS,132,680CA (93552),Chorus II,01:00PM - 01:50PM, Building - B, 100 ,Monday,08/17/2020-12/16/2020,Caldwell
1940,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,151P,680CA (93556),Class Music I - Piano,11:00AM - 11:50AM, Building - E, 301 ,Monday,08/17/2020-12/16/2020,Caldwell
1941,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,151P,680CB (95755),Class Music I - Piano,11:00AM - 11:50AM, Building - E, 301 ,Wednesday,08/17/2020-12/16/2020,Caldwell
1942,Caldwell Community College and Technical Institute,1.0,C. Gibson,MUS,151P,680WB (95783),Class Music I - Piano,11:00AM - 11:50AM, W372, 118 ,Wednesday,08/17/2020-12/16/2020,Watauga
1943,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,151P,681CA (93562),Class Music I - Piano,12:00PM - 12:50PM, Building - E, 301 ,Monday,08/17/2020-12/16/2020,Caldwell
1944,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,151P,681CB (95765),Class Music I - Piano,12:00PM - 12:50PM, Building - E, 301 ,Wednesday,08/17/2020-12/16/2020,Caldwell
1945,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,152P,680CA (93557),Class Music II - Piano,11:00AM - 11:50AM, Building - E, 301 ,Monday,08/17/2020-12/16/2020,Caldwell
1946,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,152P,681CA (93563),Class Music II - Piano,12:00PM - 12:50PM, Building - E, 301 ,Monday,08/17/2020-12/16/2020,Caldwell
1947,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,152P,681CB (95767),Class Music II - Piano,12:00PM - 12:50PM, Building - E, 301 ,Wednesday,08/17/2020-12/16/2020,Caldwell
1948,Caldwell Community College and Technical Institute,2.0,J. Butler,MUS,161G,460 (93578),Applied Music I - Guitar,ts: Additional fe,TBA, OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2457.,Days to be Announced,08/17/2020-12/16/2020,Caldwell
1949,Caldwell Community College and Technical Institute,2.0,J. Butler,MUS,161P,460 (93580),Applied Music I - Piano,ts: Additional fe,TBA, OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2457.,Days to be Announced,08/17/2020-12/16/2020,Caldwell
1950,Caldwell Community College and Technical Institute,2.0,J. Butler,MUS,161P,461 (96392),Applied Music I - Piano,ts: Additional fe,TBA, OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2457.,Days to be Announced,08/31/2020-12/16/2020,Caldwell
1951,Caldwell Community College and Technical Institute,2.0,J. Butler,MUS,161S,460 (93581),Applied Music I-Strings,ts: Additional fe,TBA, OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2457.,Days to be Announced,08/17/2020-12/16/2020,Caldwell
1952,Caldwell Community College and Technical Institute,2.0,J. Butler,MUS,161V,985 (93755),Applied Music I - Voice,ts: Additional fe,TBA, OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2457.,Days to be Announced,08/17/2020-12/16/2020,Watauga
1953,Caldwell Community College and Technical Institute,2.0,J. Butler,MUS,162P,460 (93587),Applied Music II - Piano,ts: Additional fe,TBA, OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2457.,Days to be Announced,08/17/2020-12/16/2020,Caldwell
1954,Caldwell Community College and Technical Institute,2.0,J. Butler,MUS,162V,460 (93588),Applied Music II - Voice,ts: Additional fe,TBA, OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2457.,Days to be Announced,08/17/2020-12/16/2020,Caldwell
1955,Caldwell Community College and Technical Institute,1.0,C. Sexton,MUS,231,680CA (93553),Chorus III,01:00PM - 01:50PM, Building - B, 100 ,Monday,08/17/2020-12/16/2020,Caldwell
1956,Caldwell Community College and Technical Institute,1.0,C. Sexton,MUS,232,680CA (93554),Chorus IV,01:00PM - 01:50PM, Building - B, 100 ,Monday,08/17/2020-12/16/2020,Caldwell
1957,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,251P,680CA (93559),Class Music III - Piano,11:00AM - 11:50AM, Building - E, 301 ,Monday,08/17/2020-12/16/2020,Caldwell
1958,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,251P,680CB (95762),Class Music III - Piano,11:00AM - 11:50AM, Building - E, 301 ,Wednesday,08/17/2020-12/16/2020,Caldwell
1959,Caldwell Community College and Technical Institute,1.0,K. Gant,MUS,252P,681CA (93565),Class Music IV - Piano,12:00PM - 12:50PM, Building - E, 301 ,Monday,08/17/2020-12/16/2020,Caldwell
1960,Caldwell Community College and Technical Institute,2.0,J. Butler,MUS,262S,460 (93591),Applied Music IV - Strings,ts: Additional fe,TBA, OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2457.,Days to be Announced,08/17/2020-12/16/2020,Caldwell
1961,Caldwell Community College and Technical Institute,3.0,M. Howell,NET,125,620 (93612),Introduction to Networks,ts: NET-125-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1962,Caldwell Community College and Technical Institute,3.0,M. Howell,NET,175,620 (93613),Wireless Technology,ts: NET-175-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1963,Caldwell Community College and Technical Institute,3.0,T. Barrier,NET,225,620 (96005),Routing & Switching I,ts: NET-225-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1964,Caldwell Community College and Technical Institute,2.0,L. Deal,NMT,110,620 (96241),Intro to Nuclear Medicine,12:30PM - 02:00PM, Online Courses, SYNCHRON ,Wednesday,08/17/2020-12/16/2020,On Line
1965,Caldwell Community College and Technical Institute,7.0,"L. Deal, J. Council",NMT,211,101 (94034),NMT Clinical Practice I,No time given,TBA, OFF,Days to be Announced,08/17/2020-12/16/2020,Caldwell
1966,Caldwell Community College and Technical Institute,2.0,L. Deal,NMT,212,620 (96242),Proc for Nuclear Med I,10:45AM - 12:15PM, Online Courses, SYNCHRON ,Tuesday,08/17/2020-12/16/2020,On Line
1967,Caldwell Community College and Technical Institute,2.0,L. Deal,NMT,215,620 (96243),Non-Imaging Instrumentation,08:00AM - 10:15AM, Online Courses, SYNCHRON ,Tuesday,08/17/2020-12/16/2020,On Line
1968,Caldwell Community College and Technical Institute,2.0,"A. Philyaw, L. Deal",NMT,218,620 (94037),Computers in Nuc Med,ts: NMT-218-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1969,Caldwell Community College and Technical Institute,3.0,T. Barrier,NOS,220,620 (93615),Linux/Unix Admin I,ts: NOS-220-620 i,TBA,Online,Days to be Announced,08/17/2020-12/16/2020,On Line
1970,Caldwell Community College and Technical Institute,9.0,"R. Rice, B. Baker, J. Abernethy, J. Bo (more)",NUR,103,680C (93814),Practical Nursing III,ts: NUR-103-680C ,TBA, HOSP ,Days to be Announced,08/17/2020-12/09/2020,Caldwell
1971,Caldwell Community College and Technical Institute,9.0,"R. Rice, B. Baker",NUR,103,680W (93815),Practical Nursing III,ts: NUR-103-680W ,TBA, HOSP ,Days to be Announced,08/17/2020-12/09/2020,Watauga
1972,Caldwell Community College and Technical Institute,8.0,"C. Patton, D. Barnhouse, S. Apperson,  (more)",NUR,111,680C (93820),Intro to Health Concepts,08:00AM - 05:00PM, Building - E, 224 ,"Monday, Wednesday, Friday",08/17/2020-12/14/2020,Caldwell
1973,Caldwell Community College and Technical Institute,8.0,"C. Patton, D. Barnhouse, S. Apperson,  (more)",NUR,111,680W (93826),Intro to Health Concepts,08:00AM - 05:00PM, W141, 105 ,"Monday, Wednesday, Friday",08/17/2020-12/14/2020,Watauga
1974,Caldwell Community College and Technical Institute,5.0,"R. Boelke, P. Owens",NUR,114,680C (93831),Holistic Health Concepts,ts: NUR-114-680C ,TBA, HOSP ,Days to be Announced,08/18/2020-12/15/2020,Caldwell
1975,Caldwell Community College and Technical Institute,5.0,"R. Boelke, P. Owens",NUR,114,680W (93833),Holistic Health Concepts,ts: NUR-114-680W ,TBA, HOSP ,Days to be Announced,08/18/2020-12/15/2020,Watauga
1976,Caldwell Community College and Technical Institute,5.0,"R. Boelke, P. Owens",NUR,212,680C (93840),Health System Concepts,ts: NUR-212-680C ,TBA, HOSP ,Days to be Announced,08/18/2020-12/15/2020,Caldwell
